Name,key,Style,Style Key,Brewery,ABV,Ave Rating,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
Leaves Of Grass Series VI: Salut au Monde!,2637,Lager - Kellerbier / Zwickelbier,61,Bell's Brewery - Eccentric CafÃ© & General Store,5,04.04,20,40,43,50,6,35,27,26,3,28,80,29,114
Die KÃ¶nigin,2638,Lager - Kellerbier / Zwickelbier,61,Local Option,6.5,3.83,20,40,11,18,9,12,17,13,0,9,16,2,22
Steinbier Original,2639,Lager - Kellerbier / Zwickelbier,61,Brauerei Leikeim,5.8,3.62,20,40,18,50,13,32,81,31,0,48,43,10,104
FÃ¼rsten Zwickel,2640,Lager - Kellerbier / Zwickelbier,61,FÃ¼rst Wallerstein Brauhaus,4.7,3.84,20,40,18,31,7,28,30,31,1,36,46,8,58
MÃ¶nchsambacher Lager,2641,Lager - Kellerbier / Zwickelbier,61,Brauerei Zehendner GmbH,5.5,4.29,20,40,35,39,5,53,37,38,1,38,77,20,63
Village Lager,2642,Lager - Kellerbier / Zwickelbier,61,Night Shift Brewing,5.1,3.98,20,40,19,18,2,28,23,14,2,11,60,9,80
Lagerbier,2643,Lager - Kellerbier / Zwickelbier,61,Bissell Brothers Brewing Co,5.3,3.95,20,40,19,23,0,35,19,8,1,12,48,13,54
Ms. Frank,2644,Lager - Kellerbier / Zwickelbier,61,Suarez Family Brewery,5.2,4.16,20,40,34,22,3,37,33,25,5,24,64,12,77
Spica Pilsner,2645,Lager - Kellerbier / Zwickelbier,61,Ecliptic Brewing,5.5,3.69,20,40,5,11,3,19,12,7,2,8,26,4,30
Riegele Kellerbier,2646,Lager - Kellerbier / Zwickelbier,61,Brauhaus Riegele,4.7,3.69,20,40,15,34,5,13,30,43,2,37,25,11,53
You Can't Take Me Anywhere,2647,Lager - Kellerbier / Zwickelbier,61,Off Color Brewing,5,3.76,20,40,24,11,3,14,8,12,7,9,30,4,28
Keller,2648,Lager - Kellerbier / Zwickelbier,61,Zero Gravity Craft Brewery / American Flatbread,4.9,3.98,20,40,25,30,8,47,20,28,4,21,63,9,57
Heliostat Zwickel Lager,2649,Lager - Kellerbier / Zwickelbier,61,Metropolitan Brewing,5.5,04.09,20,40,15,16,4,7,4,4,1,4,10,6,24
Kehl,2650,Lager - Kellerbier / Zwickelbier,61,Night Shift Brewing,3.9,3.84,20,40,2,10,1,16,18,11,0,17,30,5,32
Bud Light,2651,Lager - Light,62,Anheuser-Busch,4.2,1.78,8,12,13,15,5,11,20,4,3,6,12,3,40
Coors LightCoors Brewing Company (Molson-Coors),2652,Lager - Light,62,Coors Brewing Company (Molson-Coors),4.2,1.99,8,12,32,15,7,14,11,4,2,5,17,1,33
Miller Lite,2653,Lager - Light,62,Miller Brewing Co,4.17,2.17,8,12,10,9,6,7,6,5,2,4,9,2,15
Bud Light Lime,2654,Lager - Light,62,Anheuser-Busch,4.2,2.13,8,12,18,14,15,18,15,72,6,70,28,6,44
Michelob Ultra,2655,Lager - Light,62,Anheuser-Busch,4.2,1.84,8,12,23,20,9,14,15,10,4,6,18,2,43
Sam Adams LightBoston Beer Company (Samuel Adams),2656,Lager - Light,62,Boston Beer Company (Samuel Adams),4,3.28,8,12,17,26,5,20,31,2,3,5,42,5,66
Natural Light,2657,Lager - Light,62,Anheuser-Busch,4.2,1.58,8,12,9,9,5,3,5,5,0,4,4,2,11
Corona Light,2658,Lager - Light,62,Grupo Modelo SA de CV,4.1,1.9,8,12,13,18,6,11,5,17,3,15,32,5,36
Keystone LightCoors Brewing Company (Molson-Coors),2659,Lager - Light,62,Coors Brewing Company (Molson-Coors),4.1,1.73,8,12,14,15,6,7,8,1,2,1,9,0,22
Bud Light Platinum,2660,Lager - Light,62,Anheuser-Busch,6,2.19,8,12,15,28,20,6,28,11,1,13,9,6,37
Tsingtao Beer,2661,Lager - Light,62,Tsingtao Brewery Co Ltd,4,2.78,8,12,15,16,5,19,14,8,1,12,23,1,30
Busch Light,2662,Lager - Light,62,Anheuser-Busch,4.1,1.81,8,12,7,27,3,10,8,3,0,4,12,1,26
Amstel Light,2663,Lager - Light,62,Amstel Brouwerij B V,3.5,2.44,8,12,21,26,2,36,21,11,4,4,65,6,71
Budweiser Select,2664,Lager - Light,62,Anheuser-Busch,4.3,02.03,8,12,19,18,9,18,23,3,2,3,36,3,59
Light Lager,2665,Lager - Light,62,Yuengling Brewery,3.8,2.86,8,12,5,22,1,7,11,3,0,2,9,0,17
Heineken Premium Light Lager,2666,Lager - Light,62,Heineken Nederland BV,4.2,2.34,8,12,25,32,5,20,3,8,5,3,42,4,54
Michelob Light,2667,Lager - Light,62,Anheuser-Busch,4.3,2.14,8,12,16,33,3,21,20,7,0,6,23,0,49
Miller 64,2668,Lager - Light,62,Miller Brewing Co,2.8,1.75,8,12,16,14,9,10,9,9,0,6,14,4,22
Miller High Life Light,2669,Lager - Light,62,Miller Brewing Co,4.1,2.2,8,12,13,16,5,6,7,0,1,0,8,0,18
Milwaukee's Best Light,2670,Lager - Light,62,Miller Brewing Co,4.2,1.73,8,12,15,13,8,15,12,3,5,1,31,1,49
Labatt Blue Light,2671,Lager - Light,62,Labatt Brewing Company Ltd,4,2.22,8,12,24,32,8,30,38,11,3,22,52,10,59
Budweiser Select 55,2672,Lager - Light,62,Anheuser-Busch,2.4,1.53,8,12,17,27,15,18,12,8,3,6,36,2,49
Michelob Ultra Amber,2673,Lager - Light,62,Anheuser-Busch,4,2.36,8,12,21,31,6,25,30,4,3,3,49,6,66
Premium Light Beer,2674,Lager - Light,62,Yuengling Brewery,3.5,2.78,8,12,21,32,2,19,20,5,0,5,24,1,47
Michelob Golden Draft Light,2675,Lager - Light,62,Anheuser-Busch,4.1,2.36,8,12,16,24,5,9,10,7,2,6,16,1,42
Tecate Light,2676,Lager - Light,62,CervecerÃ­a CuauhtÃ©moc Moctezuma SA de CV,3.9,2.25,8,12,24,35,7,26,24,19,3,16,50,4,82
Michelob Ultra Lime & Prickly Pear Cactus,2677,Lager - Light,62,Anheuser-Busch,4.2,2.43,8,12,33,18,7,16,28,96,3,100,33,0,23
Sankaty Light,2678,Lager - Light,62,Cisco Brewers Inc,3.8,3.5,8,12,23,27,7,26,28,33,3,35,41,5,54
Miller Genuine Draft 64,2679,Lager - Light,62,Miller Brewing Co,3,1.5,8,12,0,4,3,2,1,0,0,1,2,0,7
Shiner Light Blonde,2680,Lager - Light,62,Spoetzl Brewery,4.2,2.81,8,12,18,24,2,22,21,4,3,4,33,2,50
Genny Light,2681,Lager - Light,62,Genesee Brewing Co / Dundee Brewing Co,3.6,2.45,8,12,3,24,5,6,20,10,0,9,10,2,24
I.C. Light,2682,Lager - Light,62,Pittsburgh Brewing Co,4.15,2.5,8,12,10,22,4,18,22,8,1,8,26,1,42
Medalla Light,2683,Lager - Light,62,CompaÃ±Ã­a Cervecera de Puerto Rico,4,2.82,8,12,15,12,10,9,10,8,1,8,10,1,31
Old Milwaukee Light,2684,Lager - Light,62,Pabst Brewing Company,3.88,2.46,8,12,23,21,4,16,21,8,0,12,20,0,30
Yacht,2685,Lager - Light,62,Stillwater Artisanal Ales,4.2,3.87,8,12,58,34,9,67,22,34,7,37,102,12,53
Beck's Premier Light,2686,Lager - Light,62,Brauerei Beck & Co,2.3,2.17,8,12,12,29,0,16,7,4,1,5,22,1,30
Kirin Light Beer,2687,Lager - Light,62,Kirin Brewery Company Limited,3.2,2.24,8,12,7,14,3,14,13,7,0,7,17,1,32
Michelob Ultra Fruit Pomegranate Raspberry,2688,Lager - Light,62,Anheuser-Busch,4.2,02.08,8,12,12,17,4,10,80,29,0,76,11,1,17
Shiner Light,2689,Lager - Light,62,Spoetzl Brewery,4,03.01,8,12,24,29,5,24,33,5,0,5,35,0,60
Light,2690,Lager - Light,62,Abita Brewing Co,4,03.01,8,12,23,26,2,26,13,8,4,9,38,3,58
Local's Light,2691,Lager - Light,62,Short's Brewing Company,5.2,3.36,8,12,29,24,4,17,19,13,2,17,24,5,49
Corona Premier,2692,Lager - Light,62,Grupo Modelo SA de CV,4,2.69,8,12,23,15,10,10,16,11,2,7,18,0,26
Bud Light Orange,2693,Lager - Light,62,Anheuser-Busch,4.2,2.75,8,12,17,13,2,7,27,78,1,80,2,0,15
Red Stripe Light,2694,Lager - Light,62,Desnoes & Geddes Limited,3.6,2.56,8,12,25,31,4,22,29,11,0,4,24,1,30
Molson Canadian Light,2695,Lager - Light,62,Molson Coors Canada,4,2.52,8,12,22,31,6,22,27,14,0,10,28,4,45
Beck's Light,2696,Lager - Light,62,Brauerei Beck & Co,3.75,2.21,8,12,9,16,4,24,14,6,0,4,29,0,24
Pabst Blue Ribbon Light,2697,Lager - Light,62,Pabst Brewing Company,4.19,2.48,8,12,18,16,6,10,21,11,0,15,16,0,26
Presidente Light,2698,Lager - Light,62,CervecerÃ­a Nacional Dominicana,4.2,2.53,8,12,25,22,7,14,23,18,0,17,18,2,54
Kirkland Signature Light Beer,2699,Lager - Light,62,Kirkland Signature / Costco Wholesale Corporation,4.2,2.44,8,12,7,14,9,7,17,9,0,6,13,1,16
Nite Lite,2700,Lager - Light,62,Night Shift Brewing,4.3,3.64,8,12,33,24,6,15,30,25,5,20,31,6,60
Mickey's,2701,Lager - Malt Liquor,63,Miller Brewing Co,5.6,2.51,10,30,10,22,15,16,28,4,0,5,20,1,58
Steel Reserve 211 (High Gravity),2702,Lager - Malt Liquor,63,Steel Brewing Company,8.1,2.36,10,30,4,6,25,3,19,2,1,2,3,0,30
Olde English 800,2703,Lager - Malt Liquor,63,Miller Brewing Co,5.9,02.01,10,30,10,24,15,18,30,7,4,3,38,4,79
Colt 45 Malt Liquor,2704,Lager - Malt Liquor,63,Pabst Brewing Company,5.61,2.22,10,30,20,21,18,20,28,15,6,6,38,1,73
Bud Light Lime-A-Rita,2705,Lager - Malt Liquor,63,Anheuser-Busch,8,02.07,10,30,5,14,19,7,45,54,4,57,8,1,17
Molson XXX,2706,Lager - Malt Liquor,63,Molson Coors Canada,7.3,2.53,10,30,9,29,45,34,34,10,4,1,56,3,79
King Cobra Premium Malt Liquor,2707,Lager - Malt Liquor,63,Anheuser-Busch,6,2,10,30,20,50,28,17,47,12,1,8,20,3,77
Bud Light Lime Straw-Ber-Rita,2708,Lager - Malt Liquor,63,Anheuser-Busch,8,2.23,10,30,2,11,21,3,39,32,2,60,4,0,9
Hurricane High Gravity Malt Liquor,2709,Lager - Malt Liquor,63,Anheuser-Busch,8.1,2.43,10,30,23,38,30,13,44,12,0,18,13,9,80
Natty Daddy (8%),2710,Lager - Malt Liquor,63,Anheuser-Busch,8,2.45,10,30,5,26,30,8,34,16,0,10,6,0,31
Hurricane Malt Liquor,2711,Lager - Malt Liquor,63,Anheuser-Busch,5.9,1.94,10,30,11,31,12,12,49,21,1,15,16,1,62
Magnum,2712,Lager - Malt Liquor,63,Miller Brewing Co,5.6,1.95,10,30,21,31,12,28,41,10,3,7,53,4,95
St. Ides High Gravity Malt Liquor,2713,Lager - Malt Liquor,63,Saint Ides Brewing Company,8.2,2.11,10,30,22,36,40,19,39,6,3,4,45,6,91
Schlitz O.M.L. (Malt Liquor)JOS. Schlitz Brewing Co. (Pabst),2714,Lager - Malt Liquor,63,JOS Schlitz Brewing Co (Pabst),5.9,2.61,10,30,7,38,22,25,36,9,0,12,33,10,85
Bud Light Lime Mang-o-Rita,2715,Lager - Malt Liquor,63,Anheuser-Busch,8,2.46,10,30,4,12,31,6,61,33,0,91,4,1,12
Icehouse Edge,2716,Lager - Malt Liquor,63,Miller Brewing Co,8,2.42,10,30,10,25,47,27,41,10,3,7,40,3,52
Olde English 800 High Gravity,2717,Lager - Malt Liquor,63,Miller Brewing Co,8,2.13,10,30,9,19,32,13,40,12,0,10,16,0,43
Dog Bite High Gravity Lager,2718,Lager - Malt Liquor,63,Genesee Brewing Co / Dundee Brewing Co,8,2.13,10,30,9,39,39,23,44,15,0,14,24,1,43
Haywards 5000 Super Premium Beer,2719,Lager - Malt Liquor,63,Shaw Wallace & Company Ltd,7,2.71,10,30,9,29,34,17,44,11,0,10,26,5,68
Red Horse Beer: Extra Strong,2720,Lager - Malt Liquor,63,San Miguel Brewery Inc,6.9,2.61,10,30,13,35,23,10,20,6,0,3,15,1,53
Schlitz High Gravity V.S.L Very Smooth LagerJOS. Schlitz Brewing Co. (Pabst),2721,Lager - Malt Liquor,63,JOS Schlitz Brewing Co (Pabst),8.5,2.74,10,30,11,37,43,19,47,22,0,19,21,1,37
Labatt Max Ice,2722,Lager - Malt Liquor,63,Labatt Brewing Company Ltd,7.1,2.43,10,30,29,43,50,23,49,18,3,18,42,3,97
Country Club Malt Liquor,2723,Lager - Malt Liquor,63,Pabst Brewing Company,5.86,2.39,10,30,18,41,35,18,48,17,0,13,20,1,84
Bud Light Lime Cran-Brrr-Rita,2724,Lager - Malt Liquor,63,Anheuser-Busch,8,2.4,10,30,5,25,29,7,152,41,2,113,6,0,10
Steel Reserve 211 Triple Export,2725,Lager - Malt Liquor,63,Steel Brewing Company,8.1,2.55,10,30,14,34,44,17,38,8,0,6,19,5,73
Colt 45 High Gravity Lager,2726,Lager - Malt Liquor,63,Pabst Brewing Company,8.5,2.71,10,30,21,19,54,16,51,15,2,10,15,4,62
Old Monk 10000,2727,Lager - Malt Liquor,63,Mohan Breweries & Distilleries Ltd,8,2.45,10,30,15,30,22,13,56,29,0,29,19,13,53
Camo Black Ice,2728,Lager - Malt Liquor,63,Camo Brewing Company,10.5,1.81,10,30,8,21,52,12,50,25,0,33,10,8,31
Schlitz Bull Ice I.M.L.JOS. Schlitz Brewing Co. (Pabst),2729,Lager - Malt Liquor,63,JOS Schlitz Brewing Co (Pabst),8.2,2.21,10,30,9,21,32,14,29,12,0,10,12,0,42
Region Riot,2730,Lager - Malt Liquor,63,3 Floyds Brewing Co,7.1,3.53,10,30,7,28,15,20,55,11,1,13,28,1,73
Colt 45 Double Malt Liquor,2731,Lager - Malt Liquor,63,Pabst Brewing Company,5.61,2.62,10,30,15,28,18,7,21,7,1,6,7,0,63
Crazy Stallion,2732,Lager - Malt Liquor,63,City Brewing Company LLC,5.9,2.55,10,30,11,25,19,11,44,12,0,15,17,2,37
Camo Silver Ice,2733,Lager - Malt Liquor,63,Camo Brewing Company,10.6,02.05,10,30,12,19,44,14,32,18,5,14,34,6,62
Evil Eye,2734,Lager - Malt Liquor,63,Melanie Brewing Company,10,1.48,10,30,7,25,50,11,82,41,0,49,7,0,47
Bud Light Lime Apple-Ahhh-Rita,2735,Lager - Malt Liquor,63,Anheuser-Busch,8,2.56,10,30,6,18,21,2,107,75,0,89,2,2,12
Camo High Gravity Lager,2736,Lager - Malt Liquor,63,Camo Brewing Company,8.5,1.74,10,30,7,29,52,17,31,17,0,13,16,1,38
Bud Light Lime Lemon-Ade-Rita,2737,Lager - Malt Liquor,63,Anheuser-Busch,8,2.81,10,30,3,12,26,4,42,99,1,98,2,0,10
Ale,2738,Lager - Malt Liquor,63,Rainier Brewing Co,7.3,2.28,10,30,7,31,30,19,30,14,0,6,27,4,44
Zima,2739,Lager - Malt Liquor,63,Miller Brewing Co,5,2.44,10,30,3,10,7,3,23,24,0,28,3,0,8
Stack 101 High Gravity Smooth Lager,2740,Lager - Malt Liquor,63,United Brands Company,9.9,02.07,10,30,11,60,42,18,60,45,1,51,19,2,58
Molson Brador,2741,Lager - Malt Liquor,63,Molson Coors Canada,6,2.89,10,30,5,24,8,12,26,10,0,11,14,3,48
Earthquake High Gravity Lager (10%),2742,Lager - Malt Liquor,63,City Brewing Company LLC,10,2.44,10,30,18,40,44,8,57,13,0,20,7,5,57
Schlitz Red Bull X. L. Xtra Long Malt LiquorJOS. Schlitz Brewing Co. (Pabst),2743,Lager - Malt Liquor,63,JOS Schlitz Brewing Co (Pabst),5.9,2.5,10,30,16,18,30,10,17,5,0,5,9,1,61
Axe Head Malt Liquor,2744,Lager - Malt Liquor,63,Minhas Craft Brewery,11,1.99,10,30,9,33,63,10,79,28,0,36,5,3,51
Colt 45,2745,Lager - Malt Liquor,63,Pabst Brewing Company,8,1.89,10,30,2,5,7,2,9,5,0,3,3,1,9
Clear Creek Ice,2746,Lager - Malt Liquor,63,Minhas Craft Brewery,6.2,2.16,10,30,6,20,28,2,46,10,0,7,3,0,31
Bud Light Lime Water-Melon-Rita,2747,Lager - Malt Liquor,63,Anheuser-Busch,8,2.66,10,30,0,11,11,2,51,19,1,49,2,0,6
Camo Black Extra,2748,Lager - Malt Liquor,63,Camo Brewing Company,12.2,2.27,10,30,3,15,33,12,48,14,0,27,10,4,30
Bud Light Mixxtail Hurricane,2749,Lager - Malt Liquor,63,Anheuser-Busch,8,2.61,10,30,0,8,12,3,31,10,0,15,3,1,3
Bush Crack,2750,Lager - Malt Liquor,63,Bahamian Brewery Beverage & Co Ltd,5.9,2.85,10,30,2,6,0,0,9,4,0,6,0,0,4
Negra Modelo,851,Lager - Munich Dunkel,22,Grupo Modelo SA de CV,5.4,3.37,15,25,7,29,5,21,42,6,0,9,27,5,89
Warsteiner Premium Dunkel,852,Lager - Munich Dunkel,22,Warsteiner Brauerei,4.9,3.53,15,25,14,57,2,48,49,10,0,8,38,10,100
HofbrÃ¤u Dunkel,853,Lager - Munich Dunkel,22,HofbrÃ¤uhaus MÃ¼nchen,5.5,3.8,15,25,14,43,7,38,62,15,1,18,48,6,127
Ayinger Altbairisch Dunkel,854,Lager - Munich Dunkel,22,Ayinger Privatbrauerei,5,3.97,15,25,17,44,10,42,76,11,1,16,38,3,127
Beck's Dark,855,Lager - Munich Dunkel,22,Brauerei Beck & Co,5,03.02,15,25,8,31,1,31,13,10,1,4,30,2,51
Harpoon Dark,856,Lager - Munich Dunkel,22,Harpoon Brewery & Beer Hall,5.5,3.81,15,25,16,95,11,48,86,14,1,14,26,13,162
Spaten Dunkel,857,Lager - Munich Dunkel,22,Spaten-Franziskaner-BrÃ¤u,5.5,3.68,15,25,17,57,9,21,75,23,1,35,24,2,121
Eastside Dark,858,Lager - Munich Dunkel,22,Lakefront Brewery Inc,5.52,3.68,15,25,11,60,1,44,57,6,0,5,43,11,92
Penn Dark,859,Lager - Munich Dunkel,22,Pennsylvania Brewing Company,5,3.89,15,25,17,45,11,39,55,5,0,9,38,7,121
Dark Cloud,860,Lager - Munich Dunkel,22,Mother Earth Brewing,5.1,3.9,15,25,21,44,7,30,58,8,0,17,29,5,102
Weltenburger Kloster Barock Dunkel,861,Lager - Munich Dunkel,22,Klosterbrauerei Weltenburg,4.7,3.96,15,25,13,61,12,24,54,12,0,22,19,9,122
Dunkel,862,Lager - Munich Dunkel,22,von Trapp Brewing,5.7,3.96,15,25,26,60,7,56,72,5,1,16,66,11,157
Kozel ÄŒernÃ½ (Dark),863,Lager - Munich Dunkel,22,Pivovar VelkÃ© Popovice as,3.8,3.71,15,25,10,54,2,29,49,8,1,7,24,6,95
Asahi Black (Kuronama),864,Lager - Munich Dunkel,22,Asahi Breweries Ltd,5,3.55,15,25,16,43,7,42,45,18,0,26,25,14,80
Flensburger Dunkel,865,Lager - Munich Dunkel,22,Flensburger Brauerei,4.8,3.69,15,25,22,43,11,44,59,12,0,15,76,25,144
Pious Monk Dunkel,866,Lager - Munich Dunkel,22,Church Brew Works,4.3,3.61,15,25,22,55,7,28,91,23,0,48,31,10,121
Garten BrÃ¤u Munich Dark,867,Lager - Munich Dunkel,22,Capital Brewery,5.4,3.71,15,25,25,60,11,42,53,13,1,19,34,6,123
KÃ¶nig Ludwig Dunkel,868,Lager - Munich Dunkel,22,Kaltenberg International / KÃ¶nig Ludwig International GmbH & CoKG,5.1,3.73,15,25,10,37,1,30,64,10,0,14,20,5,89
Barbarossa Double Dark Lager,869,Lager - Munich Dunkel,22,Christian Moerlein Brewing Company,5,3.74,15,25,18,52,10,38,89,20,0,26,44,11,107
Mother In Lager,870,Lager - Munich Dunkel,22,Karbach Brewing Co,5.8,3.85,15,25,9,61,8,35,40,3,0,3,29,5,98
Red Tape Lager,871,Lager - Munich Dunkel,22,Jack's Abby Brewing,5,3.83,15,25,25,51,3,35,75,18,1,22,46,12,131
Schadenfreude,872,Lager - Munich Dunkel,22,Surly Brewing Company,5,3.89,15,25,19,65,4,43,65,8,0,11,38,12,144
31 Pumpkin Spiced Lager,873,Lager - Munich Dunkel,22,DuClaw Brewing Company,5.7,3.55,15,25,15,47,11,19,50,12,0,66,31,122,84
Ettaler Kloster Dunkel,874,Lager - Munich Dunkel,22,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH,5,3.92,15,25,21,52,8,37,80,19,0,17,38,7,138
Holzar-Bier,875,Lager - Munich Dunkel,22,Der HirschBrau/Privatbrauerei HÃ¶ss,5.2,3.67,15,25,9,31,6,18,61,5,0,10,23,5,82
Augustiner BrÃ¤u Dunkel,876,Lager - Munich Dunkel,22,Augustiner-BrÃ¤u,5.6,3.9,15,25,7,53,7,29,60,9,0,15,25,5,96
Dunkel Lager,877,Lager - Munich Dunkel,22,Sly Fox Brewing Company,5.3,3.62,15,25,25,49,8,29,81,15,2,18,38,9,132
Winter Lager,878,Lager - Munich Dunkel,22,Sprecher Brewing Company,5.86,3.81,15,25,12,85,19,45,107,19,1,32,42,7,147
Franconia Dunkel,879,Lager - Munich Dunkel,22,Franconia Brewing Company,4.4,3.69,15,25,10,67,1,55,41,4,0,1,24,5,123
Lobo Negro,880,Lager - Munich Dunkel,22,Pedernales Brewing Company,5,3.74,15,25,5,57,3,29,55,7,0,11,14,1,124
Saranac Lake Effect Lager,881,Lager - Munich Dunkel,22,Matt Brewing Company / Saranac Brewery,5.95,3.46,15,25,13,36,7,35,51,12,1,12,34,12,94
Brown Hound Dunkel,882,Lager - Munich Dunkel,22,Frankenmuth Brewery,5.1,3.65,15,25,11,46,14,27,68,15,0,24,41,13,109
(Organic) Dunkel,883,Lager - Munich Dunkel,22,Neumarkter LammsbrÃ¤u,4.8,3.88,15,25,34,51,11,38,68,10,0,24,43,12,115
Hirter Morchl,884,Lager - Munich Dunkel,22,Brauerei Hirt GmbH,5,3.87,15,25,18,68,16,31,77,26,0,39,30,6,132
Dunkel,885,Lager - Munich Dunkel,22,The Olde Mecklenburg Brewery,4.9,04.01,15,25,19,50,5,42,58,3,2,6,51,6,123
Slingshot Dunkel,886,Lager - Munich Dunkel,22,Backpocket Brewing,5.3,3.69,15,25,21,55,9,31,75,15,1,25,43,8,119
GoldStar Dark Lager,887,Lager - Munich Dunkel,22,Tempo Beer Industries LTD,4.9,3.1,15,25,12,30,7,22,36,7,1,6,26,4,78
GÃ¶sser Dark BeerBrauerei GÃ¶ss (Brau Union),888,Lager - Munich Dunkel,22,Brauerei GÃ¶ss (Brau Union),4.2,3.7,15,25,31,63,7,52,76,14,0,18,51,1,135
Organic Pinkus Jubilate,889,Lager - Munich Dunkel,22,Brauerei Pinkus Mueller,5.5,3.66,15,25,19,53,13,37,83,33,2,30,45,7,123
LeÃ³n,890,Lager - Munich Dunkel,22,Grupo Modelo SA de CV,4.5,3.16,15,25,8,34,2,22,37,3,0,3,22,3,65
Dunkel,891,Lager - Munich Dunkel,22,Prost Brewing Co - Denver,5.6,04.06,15,25,16,76,6,36,68,16,0,30,28,13,139
Hacker-Pschorr MÃ¼nchner Dunkel,892,Lager - Munich Dunkel,22,Hacker-Pschorr BrÃ¤u GmbH,5,3.9,15,25,20,45,4,42,83,19,2,20,42,8,119
Saranac Long John Lager,893,Lager - Munich Dunkel,22,Matt Brewing Company / Saranac Brewery,5.5,3.38,15,25,10,14,4,10,31,5,0,7,14,1,50
Dunkel,894,Lager - Munich Dunkel,22,Yee-Haw Brewing Co,5.5,3.86,15,25,9,44,4,23,41,2,0,6,9,6,80
Dunkel,895,Lager - Munich Dunkel,22,KC Bier Co,5,3.84,15,25,14,32,3,28,41,4,0,2,25,6,84
Fearless Youth,896,Lager - Munich Dunkel,22,Grimm Brothers Brewhouse,5.2,3.89,15,25,21,52,8,37,95,18,0,32,39,6,129
Original MÃ¼nchner Dunkel,897,Lager - Munich Dunkel,22,Paulaner Brauerei,5,3.71,15,25,13,57,7,35,78,6,0,9,28,8,121
Andechser Export Dunkel,898,Lager - Munich Dunkel,22,Klosterbrauerei Andechs,4.9,3.92,15,25,18,81,5,41,83,15,0,28,42,11,140
Tradition,899,Lager - Munich Dunkel,22,Bayerische Staatsbrauerei Weihenstephan,5.2,3.82,15,25,17,54,3,38,70,19,0,27,40,1,113
Negra,900,Lager - Munich Dunkel,22,Mahou SA,5.5,3.35,15,25,13,45,11,47,59,13,3,16,34,3,104
Samuel Adams OctoberfestBoston Beer Company (Samuel Adams),801,Lager - MÃ¤rzen / Oktoberfest,21,Boston Beer Company (Samuel Adams),5.3,3.68,18,25,13,42,11,35,47,11,0,22,43,13,84
Ayinger Oktober Fest-MÃ¤rzen,802,Lager - MÃ¤rzen / Oktoberfest,21,Ayinger Privatbrauerei,5.8,04.03,18,25,13,27,7,22,54,11,1,16,33,10,94
Oktoberfest MÃ¤rzen,803,Lager - MÃ¤rzen / Oktoberfest,21,Paulaner Brauerei,5.8,3.89,18,25,27,44,9,40,72,28,1,35,61,10,121
Spaten Oktoberfestbier Ur-MÃ¤rzen,804,Lager - MÃ¤rzen / Oktoberfest,21,Spaten-Franziskaner-BrÃ¤u,5.9,3.64,18,25,30,30,6,31,42,10,0,11,47,5,105
Oktoberfest,805,Lager - MÃ¤rzen / Oktoberfest,21,Great Lakes Brewing Co,6.5,04.07,18,25,16,36,16,41,63,13,3,20,49,24,129
Festbier,806,Lager - MÃ¤rzen / Oktoberfest,21,Victory Brewing Company - Downingtown,5.6,3.7,18,25,16,48,6,20,57,11,0,12,29,20,101
Hacker-Pschorr Oktoberfest MÃ¤rzen,807,Lager - MÃ¤rzen / Oktoberfest,21,Hacker-Pschorr BrÃ¤u GmbH,5.8,3.98,18,25,24,41,6,30,60,10,3,19,42,9,138
Festbier,808,Lager - MÃ¤rzen / Oktoberfest,21,Bayerische Staatsbrauerei Weihenstephan,5.8,3.78,18,25,25,32,6,26,44,14,2,17,57,9,90
Oktoberfest,809,Lager - MÃ¤rzen / Oktoberfest,21,Jacob Leinenkugel Brewing Company,5.1,3.21,18,25,16,22,3,26,36,10,0,9,28,9,65
Oktoberfest,810,Lager - MÃ¤rzen / Oktoberfest,21,Brooklyn Brewery,5.5,3.65,18,25,16,38,9,37,61,14,1,21,55,7,109
HofbrÃ¤u Oktoberfestbier,811,Lager - MÃ¤rzen / Oktoberfest,21,HofbrÃ¤uhaus MÃ¼nchen,6.3,3.54,18,25,17,31,4,32,48,10,6,6,46,3,81
The Kaiser,812,Lager - MÃ¤rzen / Oktoberfest,21,Avery Brewing Company,8,3.92,18,25,9,38,36,30,76,18,0,23,44,16,110
Oktoberfest,813,Lager - MÃ¤rzen / Oktoberfest,21,Left Hand Brewing Company,6.6,3.79,18,25,16,32,22,41,63,5,0,9,58,31,115
Octoberfest Beer,814,Lager - MÃ¤rzen / Oktoberfest,21,Bell's Brewery - Eccentric CafÃ© & General Store,5.5,3.66,18,25,25,58,8,38,68,26,1,37,61,12,118
Octoberfest Beer,815,Lager - MÃ¤rzen / Oktoberfest,21,Harpoon Brewery & Beer Hall,5.3,3.68,18,25,17,60,4,60,59,20,0,24,76,19,115
Shiner MÃ¤rzen-Style Oktoberfest,816,Lager - MÃ¤rzen / Oktoberfest,21,Spoetzl Brewery,5.8,3.39,18,25,12,31,10,39,44,9,1,12,49,14,72
Staghorn Octoberfest,817,Lager - MÃ¤rzen / Oktoberfest,21,New Glarus Brewing Company,6.25,3.97,18,25,43,54,4,35,64,19,1,23,59,20,117
