Name,key,Style,Style Key,Brewery,ABV,Ave Rating,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
Black Metal Farmhouse Imperial Stout,4146,Stout - Russian Imperial,94,Jester King Brewery,9.1,04.03,50,90,13,73,20,43,62,95,2,40,17,10,95
Parabajava,4147,Stout - Russian Imperial,94,Firestone Walker Brewing Co,14,4.55,50,90,13,104,41,103,59,7,0,7,10,22,203
Rabid Duck,4149,Stout - Russian Imperial,94,The Duck-Rabbit Craft Brewery,10,3.98,50,90,10,126,28,103,73,3,0,13,55,13,127
Ivan The Terrible Imperial Stout - Barrel-Aged,4150,Stout - Russian Imperial,94,Big Sky Brewing Company,11.6,4.28,50,90,16,83,88,55,71,16,0,38,43,33,153
Milk Stout,4151,Stout - Sweet / Milk,95,Left Hand Brewing Company,6,4,15,25,7,110,7,48,56,14,0,4,28,4,95
Young's Double Chocolate Stout,4152,Stout - Sweet / Milk,95,Eagle Brewery,5.2,04.05,15,25,10,132,13,61,79,6,0,6,24,7,124
CrÃ¨me BrÃ»lÃ©e Imperial Milk Stout (Blackwater Series),4153,Stout - Sweet / Milk,95,Southern Tier Brewing Company,10,3.99,15,25,7,87,20,40,98,8,0,7,16,36,89
Double Cream Stout,4154,Stout - Sweet / Milk,95,Bell's Brewery - Eccentric CafÃ© & General Store,6.1,3.97,15,25,15,144,10,47,65,12,0,3,13,2,112
Milk Stout Nitro,4155,Stout - Sweet / Milk,95,Left Hand Brewing Company,6,4.17,15,25,4,136,13,78,74,2,0,6,34,14,119
Samuel Adams Cream StoutBoston Beer Company (Samuel Adams),4156,Stout - Sweet / Milk,95,Boston Beer Company (Samuel Adams),4.9,3.95,15,25,6,89,5,58,55,9,1,5,21,4,86
Moo-Hoo Chocolate Milk Stout,4157,Stout - Sweet / Milk,95,Terrapin Beer Company,6.1,3.98,15,25,9,153,8,70,84,9,1,3,56,11,128
Coffee Milk Stout,4158,Stout - Sweet / Milk,95,Stone Brewing,5,3.75,15,25,13,114,6,115,79,23,0,5,30,7,131
2XSTOUT,4159,Stout - Sweet / Milk,95,Southern Tier Brewing Company,7.5,3.83,15,25,11,89,13,35,62,10,0,7,17,7,86
Milk Stout,4160,Stout - Sweet / Milk,95,The Duck-Rabbit Craft Brewery,5.7,3.87,15,25,12,89,8,45,51,28,0,2,19,2,88
Moloko,4161,Stout - Sweet / Milk,95,3 Floyds Brewing Co,8,4.14,15,25,5,124,9,66,90,20,0,14,38,13,117
Gingerbread Stout,4162,Stout - Sweet / Milk,95,Hardywood Park Craft Brewery,9.2,4.33,15,25,5,107,27,22,71,15,2,10,6,127,124
Buffalo Sweat,4163,Stout - Sweet / Milk,95,Tallgrass Brewing Co Tap House,5,3.89,15,25,12,108,6,41,60,9,0,1,13,6,122
Merry Maker Gingerbread StoutBoston Beer Company (Samuel Adams),4164,Stout - Sweet / Milk,95,Boston Beer Company (Samuel Adams),9,3.75,15,25,5,56,21,23,24,4,0,8,12,102,73
Milk Stout,4165,Stout - Sweet / Milk,95,Lancaster Brewing Company,5.3,3.89,15,25,6,134,5,51,82,12,0,8,12,5,98
Peanut Butter Milk Stout,4166,Stout - Sweet / Milk,95,Belching Beaver Brewery,5.3,4.13,15,25,3,142,3,20,52,9,1,2,6,2,194
Too Cream Stout,4167,Stout - Sweet / Milk,95,Dark Horse Brewing Company,7.5,3.9,15,25,20,126,13,83,79,15,2,16,30,21,132
Cream Stout,4168,Stout - Sweet / Milk,95,St Peter's Brewery Co Ltd,6.5,3.9,15,25,5,135,9,71,101,8,0,17,44,12,119
Neapolitan Milk Stout,4169,Stout - Sweet / Milk,95,Saugatuck Brewing Company,6,3.95,15,25,2,109,7,25,96,8,0,54,16,27,84
Madagascar,4170,Stout - Sweet / Milk,95,4 Hands Brewing Co,9.3,4.45,15,25,5,123,76,27,84,12,0,16,5,85,138
That's What She Said,4171,Stout - Sweet / Milk,95,Tree House Brewing Company,5.6,4.23,15,25,9,159,4,58,106,17,0,4,11,12,135
The Temptress,4172,Stout - Sweet / Milk,95,Lakewood Brewing Company,9.1,4.14,15,25,2,140,27,44,87,8,1,6,27,20,117
Bourbon GBS (Gingerbread Stout),4175,Stout - Sweet / Milk,95,Hardywood Park Craft Brewery,10.2,4.37,15,25,14,117,75,30,98,8,1,20,20,135,209
Cup A Joe,4176,Stout - Sweet / Milk,95,Short's Brewing Company,8,4.13,15,25,7,108,12,118,60,15,1,5,27,9,162
72 Imperial Chocolate Cream Stout,4177,Stout - Sweet / Milk,95,Breckenridge Brewery,7.2,3.88,15,25,8,155,13,48,90,12,0,14,20,17,147
Split Shot Espresso Milk Stout,4178,Stout - Sweet / Milk,95,Elysian Brewing Company,6,3.95,15,25,11,106,13,91,75,11,0,11,25,8,153
Moo Thunder Stout Farmhouse Ale,4179,Stout - Sweet / Milk,95,Butternuts Beer & Ale,4.9,3.63,15,25,6,85,3,25,54,5,0,2,12,2,59
Chocolate Milk Stout,4180,Stout - Sweet / Milk,95,4 Hands Brewing Co,5.5,04.03,15,25,8,196,7,54,112,6,0,3,19,5,143
35K,4181,Stout - Sweet / Milk,95,Against The Grain Brewery & Smokehouse,7,3.96,15,25,6,122,20,65,101,9,0,5,25,17,125
Mother's Milk Stout,4182,Stout - Sweet / Milk,95,Keegan Ales,6,3.82,15,25,5,112,6,41,64,6,0,0,19,4,77
Mackeson Triple XXX Stout,4183,Stout - Sweet / Milk,95,Whitbread PLC,4.9,04.07,15,25,7,102,5,39,72,14,1,4,25,7,87
Autocrat,4184,Stout - Sweet / Milk,95,Narragansett Brewing Co,5.3,3.82,15,25,11,95,7,123,49,11,0,1,28,5,143
Sweet Potato Stout,4185,Stout - Sweet / Milk,95,Lazy Magnolia Brewing Company,4.5,3.55,15,25,8,90,5,50,100,19,0,4,20,6,91
2xPRESSO,4186,Stout - Sweet / Milk,95,Southern Tier Brewing Company,7.5,3.92,15,25,7,81,15,117,38,44,0,36,36,3,116
Moo-HooChiato,4187,Stout - Sweet / Milk,95,Terrapin Beer Company,8.5,4.14,15,25,12,186,11,85,112,27,0,15,17,5,198
Hold On To Sunshine,4188,Stout - Sweet / Milk,95,Tree House Brewing Company,7.6,4.53,15,25,8,163,8,64,93,19,1,4,11,4,217
Coffeehouse,4189,Stout - Sweet / Milk,95,Alewerks Brewing Company,5.4,3.97,15,25,6,100,7,115,61,9,0,2,28,5,173
Trickery,4190,Stout - Sweet / Milk,95,Hardywood Park Craft Brewery,13.5,4.46,15,25,3,81,82,28,98,45,0,46,3,11,111
Oatmeal Milk Stout,4191,Stout - Sweet / Milk,95,River Horse Brewing Co,6.7,3.95,15,25,3,115,10,34,73,9,0,15,16,6,117
Moo Joos,4192,Stout - Sweet / Milk,95,Brau Brothers Brewing Co LLC,5.8,3.82,15,25,9,85,9,43,63,18,2,5,15,1,98
Single Shot,4193,Stout - Sweet / Milk,95,Tree House Brewing Company,6.4,4.38,15,25,7,140,9,95,71,8,1,5,16,15,160
Moment Of Clarity,4194,Stout - Sweet / Milk,95,Tree House Brewing Company,7.7,4.55,15,25,11,152,15,70,208,12,1,6,18,9,231
Impermanence,4195,Stout - Sweet / Milk,95,Tree House Brewing Company,9,4.53,15,25,10,129,6,62,163,10,0,5,10,9,186
The Chocolate Manifesto,4196,Stout - Sweet / Milk,95,Flying Monkeys Craft Brewery,10,4.18,15,25,4,183,15,24,140,19,0,10,14,10,143
Nitro Merlin,4197,Stout - Sweet / Milk,95,Firestone Walker Brewing Co,5.5,04.06,15,25,0,112,10,32,36,7,0,2,8,2,61
White Chocolate Moo-Hoo Milk Stout,4198,Stout - Sweet / Milk,95,Terrapin Beer Company,7.6,3.92,15,25,4,179,10,43,123,14,0,9,7,24,146
All That Is And All That Ever Will Be,4199,Stout - Sweet / Milk,95,Tree House Brewing Company,6.5,4.5,15,25,1,160,5,64,123,8,0,4,8,8,181
Hunter Vanilla,4200,Stout - Sweet / Milk,95,18th Street Brewery - Gary Taproom,8.5,4.29,15,25,11,146,15,60,81,18,4,14,25,63,118
Arrogant Bastard Ale,4501,Strong Ale - American,103,Arrogant Consortia,7.2,4.18,40,100,12,35,22,68,45,21,1,22,74,6,91
Double Bastard Ale,4502,Strong Ale - American,103,Arrogant Consortia,11,4.29,40,100,9,63,59,85,79,34,0,52,96,8,91
Brown Shugga',4503,Strong Ale - American,103,Lagunitas Brewing Company,10,04.07,40,100,3,39,38,50,147,24,0,47,59,5,78
OAKED Arrogant Bastard Ale,4504,Strong Ale - American,103,Arrogant Consortia,7.2,4.23,40,100,18,51,28,66,46,23,0,29,83,20,75
Undercover Investigation Shut-down Ale,4505,Strong Ale - American,103,Lagunitas Brewing Company,9.6,04.09,40,100,11,33,29,56,65,33,0,44,70,6,59
The Hairy Eyeball,4506,Strong Ale - American,103,Lagunitas Brewing Company,9.1,3.86,40,100,11,58,30,33,95,16,2,30,41,8,101
Samuel Adams UtopiasBoston Beer Company (Samuel Adams),4507,Strong Ale - American,103,Boston Beer Company (Samuel Adams),28,4.54,40,100,8,44,64,30,108,18,0,76,13,42,107
Lukcy Basartd Ale,4508,Strong Ale - American,103,Arrogant Consortia,8.5,4.17,40,100,22,44,32,67,52,25,0,25,89,12,76
MÃ©lange No. 3,4509,Strong Ale - American,103,The Bruery,16.3,4.44,40,100,6,60,61,18,99,23,0,57,10,21,114
Deliverance,4510,Strong Ale - American,103,The Lost Abbey,14.5,4.33,40,100,7,93,97,35,120,25,0,54,17,26,130
The Angel's Share - Bourbon Barrel-Aged,4511,Strong Ale - American,103,The Lost Abbey,12.5,4.33,40,100,8,57,101,16,95,14,0,37,11,27,130
Fred,4512,Strong Ale - American,103,Hair Of The Dog Brewing Company / Brewery And Tasting Room,10,4.11,40,100,13,61,39,37,118,54,0,73,48,20,98
Life and Limb,4513,Strong Ale - American,103,Sierra Nevada Brewing Co,10.2,04.04,40,100,6,52,31,24,129,10,0,13,36,22,112
Arrogant Bastard Ale - Bourbon Barrel-Aged,4514,Strong Ale - American,103,Arrogant Consortia,8.1,3.91,40,100,7,52,74,64,66,16,0,28,70,20,107
B-Bomb (Bourbon Abominable Winter Ale),4515,Strong Ale - American,103,Fremont Brewing Company,14,4.44,40,100,5,94,82,42,93,11,0,41,20,48,153
Double Dead Guy Ale,4516,Strong Ale - American,103,Rogue Ales,9,3.99,40,100,12,45,38,39,77,34,0,35,58,10,102
Coffee Cinnamon B-Bomb,4517,Strong Ale - American,103,Fremont Brewing Company,13,4.57,40,100,4,105,77,77,69,8,0,31,10,91,176
Eye of the Hawk,4519,Strong Ale - American,103,Mendocino Brewing Company,8,3.68,40,100,12,21,28,40,52,23,0,25,44,4,57
Matt,4520,Strong Ale - American,103,Hair Of The Dog Brewing Company / Brewery And Tasting Room,11.5,4.5,40,100,8,40,54,13,87,34,0,50,8,36,70
The Angel's Share - Brandy Barrel-Aged,4521,Strong Ale - American,103,The Lost Abbey,14.7,3.96,40,100,8,50,83,16,81,26,0,30,5,17,83
Ale To The Chief,4522,Strong Ale - American,103,Avery Brewing Company,8.75,04.04,40,100,16,57,23,82,93,67,1,81,116,8,107
Agave Maria,4523,Strong Ale - American,103,The Lost Abbey,13.5,04.05,40,100,48,61,63,25,103,70,2,51,16,29,76
Fred From The Wood,4524,Strong Ale - American,103,Hair Of The Dog Brewing Company / Brewery And Tasting Room,10,4.27,40,100,12,58,39,26,108,24,1,46,18,49,82
Bell Ringer,4525,Strong Ale - American,103,RJ Rockers Brewing Company,8,3.7,40,100,10,35,27,52,61,28,1,31,59,0,65
Bourbon Fred From The Wood,4526,Strong Ale - American,103,Hair Of The Dog Brewing Company / Brewery And Tasting Room,12,4.13,40,100,12,59,91,24,144,29,0,47,9,27,158
Maple Tripple Ale,4527,Strong Ale - American,103,Lawson's Finest Liquids,12,4.4,40,100,7,37,39,16,179,13,0,16,14,5,141
Wailing Wench,4528,Strong Ale - American,103,Middle Ages Brewing Co Ltd,8,3.97,40,100,23,73,45,110,103,47,1,56,125,19,119
Quilter's Irish Death,4529,Strong Ale - American,103,Iron Horse Brewery,7.8,3.9,40,100,10,59,21,24,46,4,0,6,13,6,71
Triple Bag,4530,Strong Ale - American,103,Long Trail Brewing Co,11,3.83,40,100,7,50,52,54,94,24,0,34,67,14,99
He'Brew Origin Pomegranate Ale,4531,Strong Ale - American,103,Shmaltz Brewing Company,8,3.55,40,100,12,32,33,57,96,61,0,102,62,1,76
John Henry 3 Lick Spiker Ale,4532,Strong Ale - American,103,Cold Spring Brewing Co,9.1,3.72,40,100,15,75,83,34,67,12,0,18,18,25,136
Barmy,4533,Strong Ale - American,103,Ballast Point Brewing Company,12,3.68,40,100,14,60,64,23,206,56,4,115,37,17,93
Velvet Hammer,4534,Strong Ale - American,103,Peticolas Brewing Company,9,4.13,40,100,7,60,33,41,57,11,0,18,58,7,64
Boatswain H.L.V. Ale (Heavy Lift Vessel),4535,Strong Ale - American,103,Minhas Craft Brewery,7,3.31,40,100,6,19,23,39,42,13,0,22,49,7,37
Coconut B-Bomb,4536,Strong Ale - American,103,Fremont Brewing Company,13,4.53,40,100,3,75,62,31,73,8,1,87,4,35,105
